CCLE Cell Line Name,17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,LBW242,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
LS123_LARGE_INTESTINE,2.32,0.83,1.00,1.76,0.48,,0.09,0.42,0.44,0.54,0.08,1.56,0.00,0.70,0.28,0.55,3.00,4.57,0.85,0.20,1.09,0.33,1.31,1.58
LS411N_LARGE_INTESTINE,4.50,1.40,0.28,4.26,0.38,,0.82,1.16,0.04,,0.08,4.99,,0.33,0.88,2.18,5.83,4.82,1.47,0.16,1.43,0.63,3.15,0.66
LS513_LARGE_INTESTINE,4.32,2.58,0.90,2.65,1.60,2.74,0.83,0.34,2.11,1.42,1.47,4.85,1.30,0.69,1.45,0.23,4.83,5.17,2.04,0.95,2.73,1.90,4.00,1.75
LU99_LUNG,5.20,1.58,0.55,2.04,0.87,4.89,0.51,0.70,0.95,0.54,0.59,2.62,1.36,1.23,0.18,0.66,6.19,4.36,2.47,1.15,1.76,1.80,4.61,1.52
LUDLU1_LUNG,3.29,1.95,1.16,1.13,1.55,,0.13,0.97,1.84,0.85,1.04,1.55,0.68,0.58,0.11,0.11,5.90,4.50,1.67,0.66,1.73,1.06,3.95,1.51
M059J,3.94,0.59,0.69,0.00,0.07,,0.00,2.80,0.26,0.56,0.29,0.40,0.46,0.22,0.23,0.18,5.91,3.76,1.68,0.18,1.59,1.22,2.22,0.41
MALME3M_SKIN,3.65,1.54,0.12,4.97,0.24,2.11,0.00,0.99,0.54,1.16,0.38,6.44,0.41,0.54,0.27,3.03,3.87,4.72,2.85,0.87,1.27,1.25,1.50,0.81
MB157_BREAST,3.33,2.38,1.33,2.21,1.44,3.88,0.86,0.44,1.28,1.08,0.56,2.84,0.46,0.67,0.47,0.74,6.00,5.27,1.48,0.46,1.76,1.25,4.76,1.85
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.45,0.30,0.10,0.00,0.00,,0.13,0.21,0.05,0.00,0.20,0.17,0.72,0.14,0.35,0.05,6.48,3.78,0.08,0.55,0.10,0.10,4.41,0.92
MCAS_OVARY,3.69,0.91,0.83,0.73,0.05,2.86,0.03,0.31,0.65,0.17,0.00,2.09,0.06,0.61,0.03,0.00,6.43,4.17,0.96,0.46,1.05,0.74,2.52,0.87
MCF7_BREAST,2.23,1.79,0.03,0.58,0.36,1.77,0.03,0.29,0.42,0.12,0.07,0.36,0.20,0.50,0.00,0.58,3.74,,0.02,0.00,1.58,0.37,0.93,0.22
MDAMB157_BREAST,0.88,0.80,0.58,0.64,0.27,,0.43,1.11,0.11,0.66,0.47,0.75,0.12,1.13,0.01,0.05,3.87,4.24,2.00,0.55,1.19,1.46,3.62,0.44
MDAMB175VII_BREAST,3.16,0.85,1.79,0.71,1.20,,0.02,0.43,2.36,0.18,0.13,0.83,0.47,0.64,0.18,0.34,2.26,3.71,0.84,0.07,0.27,0.37,1.95,0.17
MDAMB415_BREAST,3.84,0.58,0.70,0.39,0.03,,0.04,0.65,0.49,0.99,0.37,0.36,0.91,0.65,0.00,0.06,2.85,4.55,1.49,0.81,0.27,1.11,1.02,0.09
MDAMB435S_SKIN,2.91,1.36,0.98,3.03,0.21,3.02,0.35,0.31,0.53,1.04,1.59,4.41,1.76,0.93,0.48,1.79,7.03,4.47,1.88,0.62,2.25,0.46,3.69,1.10
MDAMB436_BREAST,2.26,1.11,0.69,0.84,0.43,,0.07,0.51,0.25,0.29,0.99,0.89,0.41,0.83,0.20,0.08,4.62,3.18,1.45,0.21,1.86,0.80,2.53,0.43
MDAMB453_BREAST,5.54,1.10,0.13,0.00,0.15,3.91,0.12,0.34,1.58,0.30,0.00,0.92,0.28,0.30,0.05,0.14,5.54,5.78,1.31,0.81,1.06,0.54,3.13,0.67
MDAMB468_BREAST,2.58,1.93,1.02,0.93,1.86,3.88,1.56,0.86,1.42,0.61,0.94,1.54,0.90,1.00,0.87,0.15,6.08,3.38,1.98,0.83,1.49,1.61,3.73,1.87
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.86,1.26,1.79,1.29,1.24,4.39,1.33,0.39,0.56,1.78,0.62,2.22,1.24,1.15,1.24,0.76,4.88,5.89,2.60,1.21,1.81,1.68,4.27,1.73
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.62,0.51,2.34,1.62,0.35,2.65,0.22,0.18,0.42,4.47,0.26,3.33,0.18,1.57,0.21,0.57,4.12,4.45,2.23,0.12,0.10,1.47,3.00,2.38
MELHO_SKIN,2.08,1.31,0.92,3.39,0.49,3.54,0.12,0.50,0.70,0.65,0.24,5.14,0.27,0.87,0.02,2.94,4.24,5.06,2.17,0.78,1.47,0.99,2.61,1.73
MESSA_SOFT_TISSUE,4.98,0.28,0.02,0.44,0.00,,0.62,0.42,0.00,0.36,0.27,0.10,0.27,0.65,0.00,0.02,5.63,3.92,1.10,0.25,0.65,0.35,3.75,1.17
MEWO_SKIN,2.38,0.33,0.08,0.36,0.00,0.92,1.07,1.01,0.00,0.00,0.00,0.97,1.04,0.34,0.44,0.18,3.55,3.64,0.92,0.45,0.89,0.27,0.43,0.61
MFE280_ENDOMETRIUM,3.24,0.52,0.72,0.58,0.94,2.08,0.28,0.11,0.89,0.32,0.37,1.45,0.43,0.46,0.16,0.14,3.89,4.90,1.59,0.49,0.64,1.25,2.32,1.59
MFE296_ENDOMETRIUM,2.91,0.93,1.13,0.31,0.62,,0.49,1.03,0.44,,0.45,0.62,,0.51,0.45,0.38,5.96,3.91,1.94,0.58,0.80,1.31,4.60,1.51
MFE319_ENDOMETRIUM,2.55,0.78,2.35,0.96,1.54,,0.32,0.82,1.54,,0.52,1.48,,0.66,0.86,0.00,6.26,4.25,,0.31,0.58,1.23,2.53,1.38
MG63_BONE,1.31,1.39,0.55,0.23,0.16,2.82,0.00,0.13,0.15,0.29,0.23,0.60,0.64,0.48,0.03,0.18,5.97,3.65,0.92,0.38,2.22,1.22,3.60,0.46
MHHES1_BONE,4.59,2.06,3.65,3.03,1.18,5.34,2.10,0.94,1.94,2.58,1.56,5.24,2.15,1.76,1.82,0.90,7.25,4.58,3.25,1.87,3.45,1.28,6.03,1.66
MIAPACA2_PANCREAS,4.53,1.49,1.56,2.82,0.08,3.41,0.02,0.38,0.43,0.26,0.23,3.75,0.33,1.10,0.50,0.11,5.74,5.42,1.35,0.80,2.10,0.73,3.88,1.38
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.99,0.56,0.06,0.21,1.13,4.72,0.01,0.40,0.81,0.00,0.11,0.25,1.07,1.16,0.12,0.66,7.14,5.69,2.13,0.00,1.82,1.60,4.56,0.73
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.52,0.77,0.32,0.33,0.01,,0.12,0.22,0.25,0.47,0.57,0.00,1.06,0.93,0.38,0.07,6.96,5.73,0.85,0.00,0.83,0.24,3.42,1.87
MKN45_STOMACH,5.21,0.60,0.57,1.58,0.18,4.11,1.73,0.74,0.21,0.36,0.66,2.75,0.31,3.64,2.14,0.08,5.82,4.16,2.33,0.82,0.56,1.01,4.36,0.35
MKN74_STOMACH,3.26,1.25,0.26,0.00,0.38,1.50,0.15,0.41,0.61,0.43,0.05,0.90,0.30,0.00,0.93,0.05,3.60,4.29,1.44,0.20,0.41,0.84,2.31,0.57
MKN7_STOMACH,2.66,0.32,0.20,0.58,0.34,3.48,0.00,0.57,0.87,0.55,0.73,0.78,0.62,0.56,0.00,0.40,3.67,4.08,1.14,0.23,2.32,0.60,3.10,0.81
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,2.35,0.27,0.66,0.28,0.00,,0.00,0.33,0.00,0.08,0.25,0.01,0.16,0.24,0.09,0.20,5.34,3.21,0.34,0.37,0.17,0.06,0.89,0.43
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.72,2.40,0.47,2.18,0.38,3.87,1.83,0.53,0.85,0.84,1.05,2.96,2.16,1.15,1.55,0.33,4.82,5.59,1.47,0.97,2.95,1.08,3.12,1.21
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.36,1.53,2.46,1.46,1.55,5.60,1.68,1.85,1.45,1.80,1.66,1.74,2.73,1.81,2.61,1.83,6.76,5.96,3.53,2.83,1.55,2.09,5.74,1.98
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.10,2.59,2.58,2.89,2.07,4.91,2.14,0.96,2.32,2.98,2.00,3.63,2.08,2.74,2.44,1.40,7.09,6.41,3.29,5.79,4.63,5.45,5.69,1.40
MORCPR_LUNG,3.88,0.46,0.38,0.19,0.20,,0.03,0.77,0.36,,0.13,0.58,,0.14,1.20,0.00,6.61,5.09,,0.10,0.56,0.90,2.28,0.79
MPP89_PLEURA,2.86,1.08,0.35,0.13,0.27,2.58,0.38,0.44,0.39,0.61,0.70,0.60,0.16,0.99,0.07,0.07,4.69,4.53,1.42,0.00,1.96,0.54,2.56,0.90
MSTO211H_PLEURA,3.67,0.50,0.72,1.23,0.32,,0.09,0.84,0.37,0.53,1.04,2.49,0.78,0.85,0.33,0.89,5.30,4.50,2.11,0.75,1.63,1.72,3.17,1.10
NCIH1048_LUNG,4.77,0.80,1.28,0.09,0.66,4.60,0.31,0.14,0.58,0.46,0.13,0.64,0.02,0.71,0.18,0.06,6.71,4.97,1.83,0.61,1.90,1.38,5.33,1.24
NCIH1092_LUNG,1.08,0.58,0.00,0.45,0.07,3.19,0.00,0.00,0.26,0.18,0.07,0.00,0.00,0.29,0.00,0.07,1.71,3.58,0.68,0.00,0.00,0.55,2.81,0.37
NCIH1155_LUNG,3.88,0.73,1.43,0.16,0.60,,0.66,1.08,0.33,,0.53,0.83,,1.14,0.36,0.58,5.37,4.69,,0.45,1.56,1.30,4.87,0.66
NCIH1184_LUNG,3.03,0.65,0.00,1.05,0.67,4.53,0.72,1.07,0.25,0.00,0.33,0.35,0.60,0.36,0.24,0.14,4.64,5.37,0.45,0.42,0.33,0.30,4.20,0.27
NCIH1299_LUNG,3.51,1.24,1.49,3.20,0.71,,0.49,1.25,0.27,,1.09,2.73,,0.91,0.76,0.58,5.55,3.63,2.20,1.56,1.91,1.28,3.84,0.80
NCIH1339_LUNG,4.41,0.65,1.14,1.38,0.11,3.53,0.31,0.76,0.41,1.00,1.23,1.43,0.89,1.02,0.50,0.36,6.00,4.32,1.56,0.75,1.37,0.69,3.78,1.05
NCIH1341_LUNG,5.30,1.82,1.17,0.44,1.18,3.80,0.10,1.34,0.63,0.06,0.29,0.14,0.34,1.34,0.56,0.04,6.02,4.64,1.63,0.62,2.20,1.32,2.94,1.09
NCIH1355_LUNG,2.74,0.91,0.99,2.53,1.12,,0.31,0.29,1.45,0.30,1.35,3.27,1.14,1.18,0.13,0.56,4.44,3.21,2.19,0.09,2.14,0.89,0.92,0.79
NCIH1373_LUNG,3.75,0.52,0.43,0.49,0.28,1.63,0.15,0.11,0.25,0.00,0.03,0.39,0.00,0.33,0.26,0.42,3.56,3.57,1.36,0.16,0.20,0.39,1.06,0.67
NCIH1563_LUNG,3.23,1.06,0.44,0.60,0.18,,0.08,0.36,0.32,0.29,0.88,0.20,0.40,0.60,0.19,0.04,1.85,2.80,0.95,0.18,1.26,0.98,0.08,0.71
NCIH1568_LUNG,1.53,1.32,1.58,1.25,1.69,,0.64,1.41,0.92,0.60,0.74,1.55,1.02,1.03,0.27,0.97,5.61,4.37,2.30,0.79,1.61,0.77,3.79,0.86
NCIH1573_LUNG,3.94,1.46,1.37,2.26,1.42,,0.08,0.30,1.61,0.76,1.13,2.84,1.04,0.84,0.48,0.55,4.45,4.03,1.25,0.33,1.13,0.64,1.29,0.57
NCIH1581_LUNG,2.48,0.34,0.59,1.25,0.05,,0.23,0.78,0.33,0.78,0.20,1.79,0.74,0.63,0.55,0.02,5.87,4.86,0.67,0.11,0.65,0.96,2.89,0.86
NCIH1648_LUNG,1.89,1.08,0.24,1.08,0.60,,0.33,1.67,1.86,1.42,0.86,0.86,0.91,0.67,0.14,0.99,6.00,4.13,2.11,0.58,1.11,0.49,1.94,0.82
NCIH1650_LUNG,4.57,0.44,1.99,0.37,1.36,,0.62,0.37,1.06,0.48,0.59,0.09,0.13,0.46,0.03,0.30,4.33,3.43,1.25,0.56,0.88,0.76,1.46,2.46
NCIH1651_LUNG,2.67,0.86,0.60,0.53,0.28,,0.19,0.51,0.62,0.23,0.52,0.40,0.36,0.78,0.25,0.03,4.26,4.08,0.92,0.30,0.79,0.84,2.35,0.29
NCIH1666_LUNG,4.71,1.01,1.22,3.13,2.22,3.26,0.38,1.36,2.14,0.46,0.45,3.88,0.13,0.81,0.21,0.26,4.44,4.00,1.81,0.61,1.79,0.56,2.05,2.96
NCIH1693_LUNG,1.67,1.19,1.47,1.26,1.42,3.13,0.00,0.82,1.68,0.87,0.91,2.35,1.23,0.99,0.64,0.14,3.89,4.52,1.91,0.48,1.47,1.31,3.07,1.86
NCIH1694_LUNG,1.46,0.85,0.35,0.33,0.13,4.32,0.63,1.01,0.54,0.31,0.26,0.36,0.16,0.39,0.11,0.12,4.67,5.07,1.15,0.18,0.14,0.48,4.85,0.77
NCIH1703_LUNG,4.62,0.75,1.96,0.61,0.58,,0.69,1.67,0.34,,1.12,0.92,,0.81,1.25,0.97,6.09,3.23,,1.74,1.72,1.71,3.49,2.17
NCIH1792_LUNG,4.23,1.15,0.32,0.79,0.25,,0.00,0.27,0.30,0.15,0.68,2.74,0.46,0.80,0.00,0.46,5.85,3.97,1.94,0.33,1.67,1.14,1.80,0.89
NCIH1793_LUNG,1.64,0.44,0.86,1.14,0.40,,0.00,0.46,0.62,0.16,0.66,1.16,0.80,0.05,0.09,0.03,3.60,,1.04,0.05,0.38,0.61,1.57,1.95
NCIH1869_LUNG,3.04,0.75,1.72,0.09,1.44,1.83,0.00,0.35,1.10,0.44,0.13,1.82,0.09,0.12,0.66,0.59,2.30,3.63,1.54,0.27,1.71,0.63,1.56,1.70
NCIH1915_LUNG,5.26,0.41,1.19,2.27,0.42,3.13,0.01,0.92,0.15,0.20,0.24,3.55,0.52,0.28,0.38,0.15,6.09,4.85,2.74,0.04,0.89,1.08,3.28,0.85
NCIH1944_LUNG,4.24,0.29,0.44,1.32,0.37,,0.24,0.34,0.27,0.00,0.00,1.48,0.32,0.00,0.55,0.04,4.45,3.80,0.39,0.04,0.15,0.13,1.76,1.70
NCIH1975_LUNG,3.38,1.02,0.52,0.47,0.46,1.72,0.23,0.23,0.31,0.07,0.17,1.22,0.00,0.26,0.14,0.07,5.95,3.38,1.61,0.15,1.36,0.75,1.66,0.22
NCIH2009_LUNG,3.70,0.69,1.09,1.97,0.66,2.98,0.15,0.29,0.36,0.24,0.07,2.61,0.10,0.51,1.20,0.41,4.95,5.28,1.56,0.00,1.27,0.91,2.17,1.50
NCIH2023_LUNG,3.46,1.46,0.48,0.40,0.18,,0.04,0.30,0.35,0.61,0.66,1.07,0.68,1.19,0.62,0.00,4.68,3.95,0.86,0.01,1.08,0.99,2.13,0.68
NCIH2030_LUNG,4.92,0.98,1.84,1.06,1.30,2.58,0.15,0.39,1.24,0.31,0.25,2.03,0.17,0.44,0.00,0.25,5.18,3.69,2.33,0.55,0.85,0.97,4.02,1.76
NCIH2052_PLEURA,2.89,1.57,1.81,0.97,1.00,,0.04,0.28,0.42,0.44,1.01,1.26,0.75,1.23,0.20,0.27,4.32,3.94,2.52,1.02,1.54,1.03,3.41,0.66
NCIH2085_LUNG,2.24,0.46,0.66,0.52,0.46,,0.62,0.52,0.80,0.60,0.58,0.89,0.15,0.77,0.42,0.61,5.04,4.40,0.98,0.50,2.17,0.05,1.02,1.29
NCIH2087_LUNG,3.05,0.75,0.74,3.01,0.47,,0.25,0.15,0.40,0.85,0.41,4.12,0.66,0.42,0.34,0.79,5.51,3.57,1.51,1.02,1.19,0.92,4.03,0.80
NCIH211_LUNG,3.23,1.42,0.61,0.67,0.11,3.86,0.65,1.68,0.67,0.92,0.15,0.96,0.73,0.62,0.34,0.29,5.74,5.31,1.40,0.77,1.34,1.11,3.84,0.43
NCIH2122_LUNG,5.00,1.71,0.82,3.03,0.90,3.68,0.35,0.92,1.05,0.57,0.37,4.45,1.27,0.62,0.79,0.80,6.65,4.86,2.09,0.48,1.87,1.04,4.43,0.82
NCIH2170_LUNG,4.52,0.92,1.80,0.34,2.03,3.58,0.14,0.11,3.15,0.96,0.39,0.68,1.14,0.51,0.12,0.02,6.47,5.09,1.43,0.17,1.54,0.80,4.51,1.89
NCIH2172_LUNG,1.75,0.44,0.19,0.35,0.20,0.93,0.00,0.53,0.04,0.08,0.06,0.28,0.05,0.42,0.21,0.72,2.12,,0.17,0.33,0.40,0.24,0.05,0.44
NCIH2228_LUNG,2.72,0.80,0.92,0.46,0.86,3.07,0.00,0.31,0.35,0.25,0.49,1.59,0.28,1.89,0.02,0.11,5.19,4.25,1.68,0.56,4.03,1.07,2.89,0.76
NCIH226_LUNG,2.02,0.63,0.22,0.30,0.00,,0.00,0.05,0.00,0.00,0.14,1.59,0.26,0.19,0.00,0.00,3.21,2.87,1.33,0.60,0.75,0.82,2.25,0.29
NCIH2286_LUNG,5.29,0.87,2.01,2.81,1.22,4.91,0.86,0.69,1.72,2.24,2.35,3.23,2.38,2.29,0.94,1.22,6.63,4.85,3.55,1.21,3.35,2.49,5.38,1.83
NCIH23_LUNG,4.21,1.33,0.76,1.06,0.00,,0.70,2.03,0.43,0.63,0.85,2.19,0.27,1.14,0.36,1.14,6.58,4.36,2.02,0.33,1.69,1.52,3.06,1.20
NCIH2444_LUNG,2.31,0.56,0.53,1.26,0.41,3.05,0.13,1.43,1.02,0.16,0.21,2.48,0.72,0.30,0.44,0.17,4.16,4.13,0.95,0.13,0.32,0.17,1.37,0.65
NCIH2452_PLEURA,3.56,0.79,1.04,0.82,0.77,3.71,0.48,0.85,0.27,0.21,0.86,1.18,0.88,0.42,0.32,0.75,5.65,3.56,2.21,0.75,1.26,1.08,3.34,0.69
NCIH28_PLEURA,3.10,1.04,1.33,1.32,1.74,,0.11,0.25,1.19,0.24,0.43,1.90,0.76,0.59,0.20,0.16,3.25,4.04,1.05,0.11,1.44,0.39,1.55,1.72
NCIH322_LUNG,3.99,1.11,1.50,2.48,1.97,2.53,0.00,0.09,1.35,0.19,0.04,3.55,0.00,0.14,0.00,0.02,4.76,3.80,1.25,0.00,0.57,0.30,1.80,1.47
NCIH3255_LUNG,2.87,1.43,3.95,0.51,4.06,2.94,0.10,0.25,3.36,0.78,0.16,1.44,0.03,1.20,0.12,0.15,3.14,4.35,0.83,0.13,2.86,0.05,1.61,4.14
NCIH358_LUNG,2.94,1.05,0.75,2.46,1.62,,0.69,0.77,1.44,0.47,0.37,3.67,0.55,0.87,0.12,0.77,5.66,4.26,1.94,0.46,1.52,1.38,2.08,1.64
NCIH441_LUNG,2.89,1.11,0.75,1.63,0.31,3.30,0.03,0.12,0.43,0.13,0.62,1.69,0.50,0.46,0.24,0.14,4.46,3.80,0.90,0.23,1.21,0.53,2.51,0.83
NCIH460_LUNG,4.28,1.08,0.11,0.63,0.07,,0.68,0.28,0.11,,0.30,1.40,,0.31,0.19,0.18,4.97,4.00,0.96,0.14,0.87,0.50,3.15,0.87
NCIH520_LUNG,2.99,0.54,0.78,0.10,0.00,3.20,0.04,0.61,0.00,0.12,0.42,0.17,0.80,0.29,0.00,0.07,5.97,4.02,1.30,0.49,0.84,1.23,2.13,0.83
NCIH522_LUNG,3.51,0.64,0.84,0.38,0.41,2.92,0.09,0.54,0.76,0.42,0.44,0.84,0.10,0.56,0.13,0.00,5.43,4.09,1.12,0.58,1.40,0.66,1.91,0.97
NCIH647_LUNG,3.18,0.37,1.45,0.39,0.29,,0.44,0.63,0.24,0.60,0.37,0.82,0.53,0.00,0.58,0.34,4.64,2.96,0.23,0.90,0.15,0.12,1.18,1.12
NCIH650_LUNG,3.33,0.79,0.00,0.55,0.04,,0.00,0.58,0.18,0.10,0.00,0.54,0.10,0.39,0.58,0.04,4.29,3.49,1.46,0.07,0.50,0.59,1.83,0.86
NCIH661_LUNG,1.19,1.09,0.59,0.19,0.10,2.70,0.18,0.59,0.34,0.55,0.08,0.21,0.08,0.70,0.66,0.31,2.51,5.30,0.68,0.14,0.87,0.25,0.96,1.23
NCIH727_LUNG,2.13,1.30,1.10,1.73,0.32,1.36,0.65,0.26,0.54,0.59,0.45,2.94,0.32,1.12,0.17,0.18,1.94,2.92,0.45,0.21,1.37,0.29,0.26,1.31
NCIH747_LARGE_INTESTINE,4.18,1.55,1.23,3.98,0.86,,0.18,1.23,0.59,0.62,0.11,4.55,0.80,0.80,0.44,0.15,4.59,4.79,0.90,0.55,1.39,0.16,2.19,1.39
NCIH810_LUNG,1.60,1.36,0.23,0.19,0.16,3.03,0.84,0.58,0.43,0.87,0.51,0.11,0.30,0.79,0.29,0.28,4.62,5.44,0.62,0.56,1.32,0.64,1.87,0.38
NCIN87_STOMACH,6.11,0.87,2.04,1.77,0.96,,0.68,0.67,4.38,1.24,0.78,2.08,0.74,0.60,0.41,0.70,5.70,4.57,1.90,0.50,1.81,1.04,3.55,1.43
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.46,1.29,4.26,3.00,1.55,4.47,1.58,1.82,1.64,5.94,1.55,3.95,0.89,2.95,1.81,1.78,6.86,5.18,2.52,2.16,2.68,2.11,4.81,3.17
NIHOVCAR3_OVARY,2.81,0.97,2.22,1.60,1.19,3.68,0.45,0.28,1.03,0.08,0.72,1.37,0.27,0.57,0.30,0.34,5.28,4.61,2.08,1.36,2.00,0.88,2.08,1.61
NUGC3_STOMACH,4.16,1.07,0.98,1.69,1.82,4.62,0.78,0.70,1.54,0.55,0.31,2.12,0.16,0.47,0.22,0.88,7.04,4.24,1.72,1.07,1.00,0.67,4.39,1.77
NUGC4_STOMACH,4.94,1.03,2.71,3.63,2.64,,0.27,0.09,2.94,0.82,0.78,4.71,1.29,1.71,1.29,0.00,6.10,5.86,0.68,0.31,0.37,0.72,3.96,2.62
OC314_OVARY,3.57,0.37,0.53,0.09,0.29,,0.00,0.24,0.39,0.03,0.24,0.52,0.32,0.24,0.43,0.06,6.36,3.76,1.54,0.00,0.11,0.69,3.23,0.89
OC315_OVARY,4.19,0.38,0.24,0.67,0.36,3.27,0.00,0.39,0.41,0.05,0.35,0.66,0.33,0.50,0.12,0.04,6.66,4.34,1.36,0.02,0.10,0.84,3.34,1.19
OC316_OVARY,3.50,0.39,0.45,0.49,0.37,3.21,0.00,0.33,0.47,0.13,0.32,0.40,0.23,0.16,0.05,0.19,6.38,3.99,1.22,0.11,0.02,0.57,3.32,1.31
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.23,1.13,0.22,5.93,0.03,4.25,0.21,0.02,0.18,0.85,0.57,7.28,1.62,1.00,0.08,0.94,6.35,5.38,1.83,1.70,2.18,1.40,4.89,0.19
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.54,2.30,1.16,3.04,1.29,4.67,2.00,0.69,0.47,1.18,1.45,3.35,1.81,1.37,1.71,1.19,6.92,6.18,1.87,2.41,2.92,2.51,5.12,2.59
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.07,0.01,0.27,0.78,0.05,,0.14,1.09,0.08,,0.46,0.28,,0.25,0.00,0.07,5.56,4.97,0.71,0.41,0.13,0.00,1.72,0.33
OCUM1_STOMACH,4.74,0.51,0.40,4.20,0.02,3.30,0.00,0.50,0.34,0.40,0.53,5.29,0.60,0.97,0.30,0.11,5.34,5.17,1.39,0.14,1.47,0.66,3.60,0.50
OE21_OESOPHAGUS,3.27,1.33,1.46,1.54,2.35,2.89,0.02,2.21,1.56,0.85,0.40,2.33,0.99,1.17,0.33,0.22,6.23,4.34,1.90,0.48,1.53,0.96,2.62,1.96
OE33_OESOPHAGUS,4.71,0.89,1.53,0.93,0.84,4.24,0.12,1.63,1.39,0.17,0.18,1.88,0.90,2.66,0.77,0.41,4.90,4.84,1.54,0.20,1.88,0.30,3.25,1.21
ONCODG1_OVARY,3.25,0.69,1.51,0.53,1.09,2.62,0.79,0.27,0.85,0.61,0.18,1.03,0.50,0.44,0.14,0.40,6.67,4.03,1.87,0.49,0.83,0.80,2.83,1.58
ONS76_CENTRAL_NERVOUS_SYSTEM,1.90,0.30,0.61,2.89,0.06,2.72,0.12,0.46,0.11,0.17,0.31,4.10,0.36,0.26,0.01,0.17,,3.91,1.50,0.98,0.35,0.56,3.34,0.37
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.15,0.93,0.69,0.49,0.89,4.31,0.70,0.00,0.03,0.40,0.19,1.40,0.00,0.30,0.63,0.09,3.60,6.84,0.10,0.20,0.93,0.24,3.64,0.11
OV90_OVARY,4.57,0.85,0.29,3.46,0.00,2.85,0.00,0.73,0.40,0.63,0.10,4.08,0.07,0.57,0.07,0.14,3.46,4.77,1.99,0.49,2.20,0.48,2.97,0.43
OVCAR4_OVARY,2.26,0.32,0.45,0.00,0.39,1.80,0.06,2.09,0.44,0.25,0.36,0.86,0.10,0.16,0.01,0.00,4.55,3.94,1.30,0.61,1.18,0.45,2.99,0.20
OVCAR8_OVARY,4.10,0.64,1.06,0.30,0.53,4.29,0.22,0.08,1.10,0.60,0.09,1.03,0.00,1.01,0.41,0.19,6.19,5.12,1.78,0.91,0.72,1.12,4.03,0.85
OVMANA_OVARY,2.75,1.03,1.62,0.62,0.04,2.35,0.24,1.05,0.66,0.27,0.70,0.37,0.26,0.80,0.13,0.70,2.73,3.38,1.53,0.75,1.11,0.22,2.48,0.96
OVSAHO_OVARY,1.39,0.43,0.85,0.73,0.14,1.90,0.12,0.43,0.33,0.02,0.15,1.00,0.08,0.00,0.00,0.03,3.05,3.28,0.75,0.37,0.67,0.37,1.94,0.46
OVTOKO_OVARY,2.05,0.51,1.92,0.34,0.87,2.70,0.30,0.20,0.88,0.16,0.57,0.56,0.15,0.34,0.20,,2.05,4.80,2.13,0.74,0.79,0.63,3.52,
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.70,1.18,0.34,1.78,0.75,5.55,1.40,0.58,0.72,0.86,0.71,2.49,1.67,1.09,0.70,0.56,6.98,5.92,2.29,1.32,2.32,1.96,5.25,0.77
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.65,0.76,0.08,3.40,0.80,3.95,1.06,0.67,0.35,0.49,0.50,4.57,0.46,1.38,1.39,0.37,5.46,6.13,3.16,1.18,1.55,1.34,3.98,0.43
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.54,0.67,0.32,0.10,0.00,,0.12,0.96,0.01,0.12,0.11,0.30,0.54,0.06,0.53,0.00,5.75,4.28,0.01,0.25,0.05,0.37,3.06,1.45
PANC0203_PANCREAS,3.48,1.57,1.67,3.44,1.02,2.79,0.07,0.23,1.04,0.37,0.62,4.82,0.81,0.90,0.34,0.11,4.01,4.36,0.97,0.52,1.14,0.65,2.42,1.96
PANC0327_PANCREAS,4.35,0.65,0.91,1.23,0.49,3.46,0.55,2.24,0.75,0.02,0.07,2.19,0.04,0.85,0.29,0.23,5.81,3.69,2.13,0.11,0.94,0.30,3.17,0.78
PANC0403_PANCREAS,2.66,0.70,0.79,1.46,0.49,1.77,0.15,0.30,0.65,0.66,0.37,2.82,0.21,0.54,0.09,0.09,3.97,3.52,0.69,0.40,1.55,0.45,1.77,0.38
