CCLE Cell Line Name	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
KNS62_LUNG	0.27	-0.86	-1.01	-0.13	-0.70	-1.11	-0.14	0.29	-0.69	-0.69	-1.06	0.08	-0.86	-0.89	0.58	-0.37	-0.20	-0.08	-1.02	-1.00	-1.43	-1.10	-0.27	-0.12
KNS81_CENTRAL_NERVOUS_SYSTEM	-1.25	0.44	0.05	-0.23	-0.14	0.40	0.91	-0.32	-0.31	0.06	0.33	-0.32	0.91	-0.65	0.10	-0.30	-0.47	-0.72	0.24	-0.73	0.08	0.12	0.08	0.80
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.67	-0.28	-0.67	3.22	0.08	1.41	1.71	0.58	-0.94	0.32	-0.13	2.20	1.83	1.75	1.44	0.23	0.72	1.65	2.05	2.07	0.50	2.06	1.76	0.58
KP1NL_PANCREAS	-1.38	-1.20	-0.65	-0.63	-0.97	-0.14	-0.74	-0.81	-0.62	-0.44	-0.75	-0.31	-0.81	-0.35	-0.94	-0.72	-0.21	-1.71	-0.67	-0.02	-0.39	-0.83	-1.12	-1.30
KP1N_PANCREAS	-0.20	-0.57	-0.46	-0.63	-0.95	0.13	-0.55	-0.52	-0.44	-0.36	-0.74	-0.98	-0.75	-0.58	-0.87	-0.22	0.10	-1.58	-0.55	1.38	-0.28	-0.80	-0.85	0.15
KP2_PANCREAS	-0.59	0.90	-0.81	0.78	-0.73	-0.40	-0.74	-0.99	-0.59	-0.31	-0.40	0.96	-0.81	-0.58	-0.98	-0.80	-0.27	-1.26	-0.63	-0.66	0.41	-0.44	-1.47	-1.64
KP3_PANCREAS	-0.29	-0.89	0.29	-0.98	-0.61	-0.22	-0.74	-0.57	-0.90	-0.08	0.79	-0.13	-0.31	-0.52	-0.97	0.10	-0.26	-0.94	0.09	0.54	-0.02	-0.83	-0.59	-1.03
KP4_PANCREAS	0.98	0.05	-0.70	-0.20	-0.65	0.73	0.60	-0.76	-0.73	-0.29	-1.15	-0.09	0.01	2.03	0.24	-0.62	1.04	-0.47	0.16	0.25	-0.22	-0.07	-0.51	-0.56
KPNSI9S_AUTONOMIC_GANGLIA	1.24	1.97	0.14	1.44	0.33	1.85	1.32	0.33	0.55	0.80	0.83	1.32	2.59	1.83	1.26	0.41	0.80	1.11	0.67	0.41	1.64	0.83	1.56	0.04
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.41	-1.13	2.73	1.74	-0.03	0.48	-0.74	0.38	-0.24	5.94	-0.92	1.85	0.41	1.65	-0.39	-0.55	1.45	0.40	0.78	-1.07	-1.58	1.02	0.18	2.77
KURAMOCHI_OVARY	-1.12	0.70	1.46	0.62	0.58	0.32	0.42	-0.40	1.25	0.99	2.56	0.45	0.74	1.01	1.05	0.15	-1.03	-0.57	0.12	1.22	2.09	0.50	0.11	1.09
KYM1_SOFT_TISSUE	0.71	0.89	-0.10	-0.24	-0.53	-1.11	-0.42	6.84	-0.62	-0.69	0.48	-0.16	-0.86	-0.23	3.66	-0.53	1.29	1.45	-1.71	0.18	-0.29	0.75	0.40	-0.33
KYSE140_OESOPHAGUS	-1.64	1.00	1.13	-0.98	2.36	-1.11	-0.74	0.02	2.42	-0.69	-0.64	0.03	-0.86	-0.60	1.33	-0.10	-1.26	-0.87	-1.71	-0.86	-0.61	0.86	-0.43	0.17
KYSE150_OESOPHAGUS	0.43	-1.02	-0.83	-1.08	0.24	-1.11	-0.31	-0.16	-0.14	-0.69	-0.51	-0.90	-0.86	-0.79	-0.98	-0.56	-0.53	-1.02	-0.64	-0.91	-1.06	-0.66	-1.14	-0.42
KYSE180_OESOPHAGUS	1.09	0.39	0.89	-0.87	1.48	-1.11	-0.74	-0.08	1.55	-0.69	-0.17	-1.02	-0.86	0.59	-0.10	0.04	1.04	-0.46	-1.71	-0.47	-0.29	-0.11	0.80	-0.53
KYSE30_OESOPHAGUS	-0.50	-0.12	0.30	1.54	0.56	0.50	-0.68	-0.10	-0.25	-0.07	-0.59	1.28	-0.71	-0.31	-0.72	0.62	0.47	-0.60	-0.49	-0.18	-0.04	-0.71	0.03	-0.05
KYSE410_OESOPHAGUS	-0.21	0.11	0.38	-0.76	-0.24	-0.30	-0.41	-0.42	0.78	0.01	-0.72	-0.61	-0.44	-0.07	0.36	-0.64	-1.06	-0.22	-0.71	-0.63	-0.03	-1.19	-1.57	0.99
KYSE450_OESOPHAGUS	-0.61	-0.80	0.58	-0.03	1.34	-1.11	0.73	-0.61	0.97	-0.69	-0.37	-0.28	-0.86	-0.73	-0.32	-0.18	0.24	-1.14	-1.71	-0.88	-0.86	-0.74	-0.64	0.92
KYSE510_OESOPHAGUS	0.36	0.47	-0.84	-0.96	-0.50	-1.11	-0.31	0.05	-0.57	-0.69	0.19	-1.27	-0.86	-1.07	0.35	0.03	0.99	-0.61	-1.71	0.26	-0.95	-0.15	1.06	-1.22
KYSE520_OESOPHAGUS	0.82	-0.27	0.27	-0.60	1.02	-0.39	-0.74	-0.07	0.54	0.18	-0.58	0.02	-0.86	-0.84	-0.95	-0.36	0.12	-1.26	-0.40	-0.27	-0.34	-1.08	-1.35	0.52
KYSE70_OESOPHAGUS	0.81	1.85	0.80	0.05	1.24	-1.11	-0.74	-0.18	1.02	-0.69	0.43	0.57	-0.86	-0.17	0.36	0.46	0.30	0.22	-1.71	0.13	0.07	1.00	0.12	0.42
L33_PANCREAS	-0.18	-0.04	-0.85	-0.02	0.72	1.46	-0.47	-0.58	1.66	-0.14	-0.46	-0.24	-0.64	-0.42	-0.89	-0.20	0.98	0.01	0.91	-0.15	-0.58	-0.11	0.47	-0.06
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.64	3.15	0.59	-0.50	0.71	1.71	1.26	3.91	1.02	1.84	0.42	-0.29	3.61	2.80	3.10	0.72	1.23	2.16	1.97	2.06	3.06	1.92	1.65	-0.52
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.42	-0.75	-0.96	-0.79	-0.36	0.77	0.46	0.56	0.00	0.78	0.38	-1.29	1.20	0.06	0.86	0.24	-0.67	0.35	1.34	1.05	-0.63	0.27	0.12	0.43
LC1SQSF_LUNG	-0.58	-0.55	-0.90	-0.36	0.21	-1.11	-0.63	-0.56	-0.70	-0.53	-0.57	-0.11	-0.47	-1.24	-0.65	-0.65	0.10	-0.62	-0.54	-0.97	-1.13	-0.58	-1.51	0.01
LCLC103H_LUNG	-0.54	-0.66	-0.94	-0.71	-0.57	0.07	-0.56	-0.32	-0.86	-0.47	-0.81	-1.19	-0.69	-1.14	0.60	-0.66	0.28	-0.18	-0.06	-0.20	-0.62	-0.33	-0.57	0.34
LN18_CENTRAL_NERVOUS_SYSTEM	1.71	0.77	-0.37	-0.93	-0.47	0.32	0.23	0.70	-0.49	-0.10	-0.85	-0.81	-0.78	1.56	1.46	-0.80	-0.04	-0.11	0.52	-0.27	0.05	0.53	0.31	-1.64
LN229_CENTRAL_NERVOUS_SYSTEM	0.59	0.34	-0.08	-0.13	-0.29	-1.11	-0.11	-0.64	-0.48	0.28	0.79	-0.14	0.20	0.13	-0.68	-0.52	0.37	-0.47	0.13	-0.25	0.38	-0.06	-0.96	-0.19
LOUNH91_LUNG	-0.72	-1.16	-0.22	-0.76	0.68	1.13	-0.49	0.26	-0.80	-0.22	-0.96	-1.30	-0.86	-0.21	-0.89	1.14	0.71	-1.01	-0.10	0.90	0.49	0.32	-0.03	0.34
LOXIMVI_SKIN	0.66	-0.99	0.31	0.97	-0.82	-1.11	-0.64	-0.16	-0.99	-0.69	0.16	0.60	-0.82	-0.21	-0.09	0.90	-0.18	0.06	-0.10	-0.07	-0.19	-0.50	0.99	-0.33
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.11	3.09	-0.74	0.04	-0.98	0.35	1.74	-0.49	1.84	2.34	1.86	-0.10	2.77	2.86	0.20	-0.22	-1.62	0.61	-0.45	1.14	1.61	0.17	-0.24	0.79
LS123_LARGE_INTESTINE	-1.03	-0.34	0.01	0.38	-0.22	-1.11	-0.57	-0.43	-0.37	0.02	-0.97	-0.22	-0.86	-0.06	-0.45	0.11	-1.68	0.25	-0.68	-0.70	-0.27	-1.04	-1.30	0.59
LS411N_LARGE_INTESTINE	1.06	0.61	-0.93	2.54	-0.38	-1.11	0.77	0.63	-0.98	-0.69	-0.98	2.14	-0.86	-0.69	0.69	2.81	0.48	0.52	0.06	-0.76	0.14	-0.54	0.17	-0.70
LS513_LARGE_INTESTINE	0.89	2.59	-0.11	1.15	1.55	0.46	0.80	-0.55	2.17	1.18	2.07	2.05	1.25	-0.08	1.78	-0.43	-0.28	0.91	0.75	0.75	1.68	1.64	0.85	0.84
LU99_LUNG	1.74	0.91	-0.57	0.62	0.39	1.70	0.20	-0.03	0.40	0.02	0.15	0.51	1.35	0.83	-0.64	0.29	0.75	0.02	1.27	1.13	0.53	1.45	1.34	0.51
LUDLU1_LUNG	-0.10	1.53	0.22	-0.17	1.48	-1.11	-0.49	0.36	1.76	0.43	1.14	-0.23	0.24	-0.26	-0.78	-0.62	0.53	0.17	0.31	0.18	0.49	0.20	0.81	0.49
M059J	0.52	-0.74	-0.39	-1.15	-0.87	-1.11	-0.73	3.00	-0.66	0.04	-0.51	-1.02	-0.12	-0.88	-0.55	-0.50	0.54	-0.65	0.32	-0.73	0.32	0.47	-0.57	-1.07
MALME3M_SKIN	0.24	0.85	-1.14	3.15	-0.61	0.10	-0.74	0.39	-0.22	0.84	-0.31	3.14	-0.19	-0.33	-0.47	4.24	-1.01	0.41	1.72	0.59	-0.06	0.53	-1.14	-0.49
MB157_BREAST	-0.06	2.25	0.45	0.77	1.29	1.12	0.84	-0.41	0.91	0.74	0.08	0.66	-0.12	-0.12	-0.09	0.42	0.61	1.03	0.08	-0.19	0.53	0.52	1.46	0.98
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.06	-1.22	-1.16	-1.15	-0.98	-1.11	-0.50	-0.74	-0.97	-0.69	-0.70	-1.19	0.31	-1.00	-0.31	-0.72	0.97	-0.64	-1.61	-0.02	-1.45	-1.44	1.18	-0.34
MCAS_OVARY	0.29	-0.19	-0.20	-0.52	-0.90	0.54	-0.68	-0.59	-0.06	-0.47	-1.15	0.14	-0.76	-0.21	-0.93	-0.80	0.93	-0.20	-0.55	-0.20	-0.33	-0.35	-0.34	-0.42
MCF7_BREAST	-1.12	1.27	-1.25	-0.64	-0.42	-0.09	-0.69	-0.62	-0.40	-0.53	-1.00	-1.05	-0.54	-0.40	-0.98	0.17	-1.11	-4.84	-1.69	-1.07	0.31	-0.97	-1.61	-1.34
MDAMB157_BREAST	-2.42	-0.39	-0.53	-0.60	-0.56	-1.11	0.05	0.57	-0.88	0.18	-0.11	-0.78	-0.67	0.65	-0.95	-0.72	-1.01	-0.12	0.70	-0.02	-0.15	0.88	0.55	-1.02
MDAMB175VII_BREAST	-0.22	-0.30	1.05	-0.54	0.91	-1.11	-0.70	-0.42	2.56	-0.45	-0.87	-0.72	-0.09	-0.17	-0.64	-0.24	-2.24	-0.71	-0.69	-0.93	-1.25	-0.98	-0.79	-1.40
MDAMB415_BREAST	0.43	-0.75	-0.38	-0.81	-0.93	-1.11	-0.66	-0.10	-0.29	0.62	-0.34	-1.05	0.61	-0.15	-0.98	-0.70	-1.79	0.22	0.09	0.47	-1.26	0.28	-1.54	-1.51
MDAMB435S_SKIN	-0.46	0.55	-0.01	1.47	-0.66	0.62	-0.10	-0.59	-0.24	0.68	2.34	1.74	1.99	0.32	-0.06	2.17	1.39	0.13	0.56	0.11	1.12	-0.82	0.61	-0.08
MDAMB436_BREAST	-1.09	0.14	-0.38	-0.42	-0.30	-1.11	-0.62	-0.31	-0.67	-0.32	1.02	-0.68	-0.20	0.15	-0.60	-0.67	-0.44	-1.30	0.04	-0.67	0.64	-0.24	-0.33	-1.04
MDAMB453_BREAST	2.06	0.12	-1.12	-1.15	-0.75	1.14	-0.52	-0.56	1.37	-0.29	-1.15	-0.66	-0.41	-0.74	-0.89	-0.57	0.26	1.59	-0.12	0.48	-0.31	-0.68	0.15	-0.70
MDAMB468_BREAST	-0.79	1.50	0.04	-0.34	1.97	1.12	2.14	0.20	1.12	0.12	0.91	-0.24	0.60	0.45	0.67	-0.55	0.66	-1.07	0.68	0.52	0.21	1.14	0.64	1.00
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.51	0.38	1.05	-0.03	0.98	1.41	1.73	-0.48	-0.20	1.66	0.21	0.23	1.15	0.70	1.38	0.46	-0.24	1.72	1.42	1.23	0.58	1.25	1.06	0.80
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.74	-0.86	1.77	0.25	-0.42	0.41	-0.34	-0.79	-0.40	5.22	-0.58	1.00	-0.57	1.41	-0.59	0.14	-0.82	0.11	0.98	-0.85	-1.46	0.91	0.05	1.72
MELHO_SKIN	-1.26	0.47	-0.09	1.79	-0.21	0.92	-0.52	-0.33	0.02	0.17	-0.62	2.25	-0.42	0.22	-0.95	4.09	-0.73	0.79	0.91	0.41	0.19	0.08	-0.26	0.80
MESSA_SOFT_TISSUE	1.53	-1.25	-1.27	-0.77	-0.98	-1.11	0.40	-0.44	-1.05	-0.21	-0.54	-1.23	-0.42	-0.15	-0.98	-0.77	0.33	-0.48	-0.38	-0.60	-0.81	-1.01	0.65	0.02
MEWO_SKIN	-0.97	-1.16	-1.18	-0.84	-0.98	-0.59	1.24	0.42	-1.05	-0.69	-1.15	-0.63	0.82	-0.68	-0.14	-0.49	-1.25	-0.79	-0.60	-0.22	-0.51	-1.15	-2.00	-0.78
MFE280_ENDOMETRIUM	-0.14	-0.84	-0.35	-0.64	0.51	0.08	-0.23	-0.88	0.31	-0.27	-0.34	-0.30	-0.16	-0.47	-0.67	-0.57	-1.00	0.62	0.21	-0.13	-0.81	0.53	-0.49	0.61
MFE296_ENDOMETRIUM	-0.47	-0.17	0.19	-0.87	-0.00	-1.11	0.16	0.44	-0.37	-0.69	-0.15	-0.87	-0.86	-0.39	-0.12	-0.18	0.58	-0.49	0.64	0.04	-0.63	0.63	1.33	0.50
MFE319_ENDOMETRIUM	-0.81	-0.42	1.78	-0.32	1.47	-1.11	-0.14	0.13	1.31	-0.69	0.00	-0.28	-0.86	-0.14	0.66	-0.80	0.81	-0.11	-1.71	-0.48	-0.88	0.49	-0.33	0.31
MG63_BONE	-2.00	0.61	-0.57	-0.94	-0.73	0.51	-0.74	-0.86	-0.82	-0.31	-0.64	-0.89	0.17	-0.43	-0.93	-0.51	0.59	-0.78	-0.60	-0.34	1.08	0.47	0.53	-0.99
MHHES1_BONE	1.15	1.72	3.49	1.47	0.89	1.96	3.15	0.31	1.92	2.71	2.27	2.32	2.63	1.73	2.49	0.70	1.56	0.26	2.21	2.49	2.55	0.58	2.48	0.71
MIAPACA2_PANCREAS	1.10	0.77	0.75	1.30	-0.86	0.85	-0.70	-0.50	-0.39	-0.35	-0.64	1.29	-0.32	0.60	-0.02	-0.62	0.41	1.19	-0.08	0.45	0.93	-0.35	0.76	0.31
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.53	-0.78	-1.22	-0.96	0.81	1.61	-0.73	-0.47	0.19	-0.69	-0.90	-1.13	0.88	0.71	-0.75	0.30	1.47	1.49	0.86	-1.07	0.60	1.13	1.30	-0.61
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.08	-0.42	-0.88	-0.86	-0.97	-1.11	-0.52	-0.73	-0.67	-0.07	0.11	-1.30	0.86	0.33	-0.26	-0.69	1.34	1.53	-0.69	-1.07	-0.58	-1.20	0.39	1.00
MKN45_STOMACH	1.75	-0.72	-0.55	0.22	-0.70	1.25	2.46	0.02	-0.73	-0.22	0.30	0.60	-0.36	4.90	3.10	-0.66	0.47	-0.21	1.10	0.50	-0.90	0.12	1.14	-1.14
MKN74_STOMACH	-0.13	0.37	-0.95	-1.14	-0.39	-0.25	-0.47	-0.45	-0.12	-0.13	-1.04	-0.68	-0.37	-1.24	0.79	-0.71	-1.22	-0.07	0.03	-0.69	-1.09	-0.17	-0.50	-0.83
MKN7_STOMACH	-0.70	-1.19	-1.03	-0.65	-0.44	0.89	-0.74	-0.23	0.29	0.04	0.46	-0.76	0.14	-0.29	-0.98	-0.14	-1.16	-0.29	-0.34	-0.63	1.19	-0.58	0.13	-0.50
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	-1.00	-1.26	-0.43	-0.90	-0.98	-1.11	-0.74	-0.57	-1.05	-0.58	-0.59	-1.29	-0.61	-0.84	-0.82	-0.47	0.10	-1.27	-1.29	-0.36	-1.37	-1.50	-1.64	-1.03
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.32	2.29	-0.67	0.74	-0.38	1.12	2.64	-0.29	0.25	0.42	1.16	0.74	2.64	0.70	1.98	-0.25	-0.29	1.38	0.07	0.78	1.95	0.24	0.15	0.07
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.03	0.84	1.93	0.12	1.47	2.11	2.37	1.63	1.17	1.69	2.49	-0.10	3.57	1.80	4.00	2.24	1.18	1.79	2.54	4.34	0.27	1.96	2.24	1.16
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.61	2.60	2.08	1.35	2.30	1.71	3.22	0.34	2.50	3.25	3.25	1.20	2.51	3.38	3.68	1.53	1.44	2.29	2.26	9.99	3.96	7.69	2.21	0.33
MORCPR_LUNG	0.46	-0.95	-0.79	-0.99	-0.66	-1.11	-0.69	0.07	-0.49	-0.69	-0.86	-0.90	-0.86	-1.01	1.30	-0.80	1.07	0.82	-1.71	-0.87	-0.91	-0.08	-0.52	-0.52
MPP89_PLEURA	-0.52	0.09	-0.84	-1.04	-0.56	0.37	-0.03	-0.41	-0.45	0.12	0.39	-0.88	-0.61	0.43	-0.85	-0.69	-0.39	0.20	0.01	-1.07	0.77	-0.68	-0.30	-0.37
MSTO211H_PLEURA	0.26	-0.88	-0.35	-0.08	-0.48	-1.11	-0.58	0.16	-0.48	0.01	1.13	0.42	0.40	0.19	-0.34	0.68	0.08	0.16	0.83	0.35	0.37	1.32	0.19	-0.08
NCIH1048_LUNG	1.32	-0.39	0.38	-1.07	0.07	1.54	-0.17	-0.85	-0.17	-0.08	-0.86	-0.86	-0.84	-0.04	-0.64	-0.71	1.15	0.69	0.50	0.09	0.70	0.74	1.92	0.11
NCIH1092_LUNG	-2.23	-0.75	-1.29	-0.76	-0.87	0.73	-0.73	-1.05	-0.65	-0.46	-1.00	-1.30	-0.86	-0.76	-0.98	-0.69	-2.65	-0.86	-0.89	-1.07	-1.58	-0.68	-0.10	-1.12
NCIH1155_LUNG	0.47	-0.49	0.58	-1.01	-0.03	-1.11	0.48	0.52	-0.54	-0.69	0.01	-0.73	-0.86	0.67	-0.30	0.17	0.13	0.37	-1.71	-0.22	0.29	0.61	1.55	-0.71
NCIH1184_LUNG	-0.35	-0.64	-1.29	-0.23	0.08	1.50	0.58	0.50	-0.66	-0.69	-0.43	-1.06	0.11	-0.63	-0.52	-0.57	-0.42	1.13	-1.17	-0.27	-1.19	-1.09	1.01	-1.26
NCIH1299_LUNG	0.11	0.35	0.65	1.62	0.15	-1.11	0.16	0.76	-0.64	-0.69	1.24	0.58	-0.86	0.29	0.46	0.16	0.26	-0.80	0.95	1.90	0.71	0.58	0.73	-0.51
NCIH1339_LUNG	0.98	-0.64	0.20	0.04	-0.81	0.92	-0.16	0.06	-0.43	0.62	1.55	-0.31	0.59	0.47	-0.04	-0.21	0.61	-0.03	0.17	0.36	0.07	-0.43	0.68	-0.16
NCIH1341_LUNG	1.83	1.32	0.24	-0.77	0.89	1.07	-0.56	0.89	-0.09	-0.62	-0.51	-1.20	-0.31	1.02	0.09	-0.74	0.62	0.32	0.26	0.11	1.06	0.64	0.00	-0.10
NCIH1355_LUNG	-0.63	-0.19	0.00	1.04	0.80	-1.11	-0.17	-0.63	1.18	-0.30	1.82	0.96	0.99	0.74	-0.73	0.14	-0.58	-1.27	0.93	-0.91	0.98	-0.09	-1.61	-0.52
NCIH1373_LUNG	0.34	-0.84	-0.73	-0.73	-0.53	-0.17	-0.46	-0.89	-0.67	-0.69	-1.07	-1.03	-0.86	-0.69	-0.48	-0.10	-1.25	-0.87	-0.07	-0.76	-1.33	-0.94	-1.50	-0.70
NCIH1563_LUNG	-0.16	0.06	-0.72	-0.63	-0.70	-1.11	-0.59	-0.53	-0.56	-0.31	0.79	-1.16	-0.21	-0.23	-0.62	-0.74	-2.55	-1.72	-0.56	-0.73	-0.07	0.06	-2.28	-0.63
NCIH1568_LUNG	-1.79	0.49	0.77	-0.07	1.70	-1.11	0.45	0.99	0.35	0.10	0.47	-0.23	0.79	0.50	-0.47	0.81	0.31	0.02	1.07	0.44	0.34	-0.30	0.68	-0.43
NCIH1573_LUNG	0.53	0.72	0.50	0.81	1.26	-1.11	-0.59	-0.61	1.41	0.31	1.32	0.66	0.82	0.17	-0.07	0.11	-0.57	-0.36	-0.20	-0.44	-0.23	-0.51	-1.32	-0.84
NCIH1581_LUNG	-0.87	-1.15	-0.51	-0.07	-0.91	-1.11	-0.31	0.09	-0.55	0.34	-0.71	-0.07	0.33	-0.19	0.07	-0.77	0.51	0.57	-0.90	-0.87	-0.80	0.03	-0.04	-0.42
NCIH1648_LUNG	-1.44	0.08	-0.97	-0.22	-0.03	-1.11	-0.13	1.36	1.79	1.18	0.75	-0.71	0.61	-0.11	-0.71	0.85	0.61	-0.24	0.83	0.03	-0.25	-0.78	-0.79	-0.49
NCIH1650_LUNG	1.13	-0.98	1.31	-0.83	1.17	-1.11	0.41	-0.52	0.57	-0.05	0.15	-1.24	-0.65	-0.48	-0.92	-0.30	-0.66	-1.02	-0.20	-0.01	-0.52	-0.32	-1.18	1.84
NCIH1651_LUNG	-0.70	-0.28	-0.51	-0.68	-0.53	-1.11	-0.39	-0.31	-0.11	-0.39	-0.01	-1.02	-0.28	0.06	-0.50	-0.74	-0.72	-0.30	-0.60	-0.51	-0.64	-0.17	-0.47	-1.22
NCIH1666_LUNG	1.27	-0.02	0.30	1.56	2.54	0.76	-0.04	0.93	2.23	-0.09	-0.16	1.37	-0.65	0.11	-0.59	-0.36	-0.58	-0.39	0.47	0.10	0.57	-0.66	-0.71	2.54
NCIH1693_LUNG	-1.65	0.27	0.64	-0.06	1.27	0.69	-0.74	0.14	1.52	0.46	0.85	0.32	1.13	0.43	0.23	-0.56	-1.00	0.19	0.60	-0.16	0.18	0.63	0.11	0.99
NCIH1694_LUNG	-1.86	-0.30	-0.83	-0.86	-0.77	1.37	0.42	0.41	-0.23	-0.29	-0.57	-1.05	-0.60	-0.58	-0.77	-0.60	-0.40	0.80	-0.32	-0.73	-1.41	-0.79	1.53	-0.55
NCIH1703_LUNG	1.18	-0.47	1.28	-0.62	-0.07	-1.11	0.53	1.37	-0.53	-0.69	1.31	-0.66	-0.86	0.13	1.41	0.82	0.67	-1.25	-1.71	2.25	0.48	1.31	0.45	1.42
NCIH1792_LUNG	0.80	0.20	-0.87	-0.46	-0.58	-1.11	-0.74	-0.66	-0.58	-0.49	0.34	0.59	-0.12	0.10	-0.98	-0.04	0.49	-0.42	0.63	-0.43	0.42	0.34	-0.91	-0.38
NCIH1793_LUNG	-1.69	-0.99	-0.16	-0.16	-0.34	-1.11	-0.74	-0.38	-0.10	-0.48	0.29	-0.50	0.43	-1.17	-0.81	-0.75	-1.22	-4.84	-0.45	-0.98	-1.12	-0.57	-1.09	1.12
NCIH1869_LUNG	-0.34	-0.47	0.96	-1.07	1.30	-0.06	-0.74	-0.53	0.63	-0.10	-0.85	-0.04	-0.71	-1.04	0.29	0.19	-2.21	-0.80	0.15	-0.56	0.47	-0.53	-1.10	0.77
NCIH1915_LUNG	1.79	-1.03	0.27	0.81	-0.31	0.69	-0.72	0.28	-0.82	-0.43	-0.62	1.15	-0.01	-0.77	-0.26	-0.55	0.67	0.56	1.60	-1.00	-0.52	0.24	0.27	-0.45
NCIH1944_LUNG	0.82	-1.24	-0.71	-0.01	-0.39	-1.11	-0.30	-0.56	-0.64	-0.69	-1.15	-0.28	-0.34	-1.24	0.06	-0.74	-0.57	-0.61	-1.24	-0.99	-1.40	-1.38	-0.94	0.76
NCIH1975_LUNG	-0.01	-0.01	-0.61	-0.74	-0.25	-0.13	-0.31	-0.72	-0.58	-0.60	-0.77	-0.46	-0.86	-0.81	-0.72	-0.69	0.57	-1.08	0.24	-0.79	0.05	-0.33	-1.02	-1.33
NCIH2009_LUNG	0.29	-0.57	0.14	0.56	0.06	0.60	-0.47	-0.63	-0.49	-0.38	-1.00	0.50	-0.70	-0.38	1.30	-0.12	-0.19	1.04	0.17	-1.07	-0.05	-0.06	-0.61	0.48
NCIH2023_LUNG	0.06	0.71	-0.66	-0.80	-0.70	-1.11	-0.67	-0.62	-0.51	0.12	0.30	-0.56	0.25	0.77	0.20	-0.80	-0.40	-0.44	-0.67	-1.06	-0.28	0.08	-0.64	-0.68
NCIH2030_LUNG	1.47	-0.09	1.12	-0.23	1.08	0.37	-0.46	-0.49	0.85	-0.28	-0.59	0.10	-0.58	-0.50	-0.98	-0.38	-0.01	-0.73	1.10	-0.02	-0.56	0.05	0.86	0.84
NCIH2052_PLEURA	-0.49	0.90	1.08	-0.31	0.60	-1.11	-0.66	-0.64	-0.41	-0.11	1.07	-0.43	0.35	0.83	-0.60	-0.36	-0.67	-0.46	1.33	0.88	0.27	0.15	0.38	-0.70
NCIH2085_LUNG	-1.10	-0.94	-0.43	-0.69	-0.26	-1.11	0.40	-0.29	0.18	0.10	0.12	-0.69	-0.62	0.06	-0.18	0.21	-0.13	0.05	-0.52	-0.11	1.02	-1.52	-1.53	0.18
NCIH2087_LUNG	-0.33	-0.47	-0.32	1.46	-0.24	-1.11	-0.28	-0.84	-0.44	0.43	-0.25	1.54	0.20	-0.53	-0.33	0.52	0.24	-0.86	0.11	0.88	-0.15	-0.04	0.88	-0.51
NCIH211_LUNG	-0.16	0.65	-0.49	-0.56	-0.80	1.11	0.45	1.39	-0.02	0.52	-0.83	-0.64	0.33	-0.20	-0.33	-0.32	0.41	1.06	-0.02	0.41	0.03	0.29	0.72	-1.04
NCIH2122_LUNG	1.54	1.14	-0.22	1.48	0.44	1.01	-0.09	0.28	0.56	0.07	-0.33	1.77	1.20	-0.20	0.53	0.53	1.10	0.57	0.81	-0.16	0.66	0.16	1.20	-0.49
NCIH2170_LUNG	1.08	-0.18	1.06	-0.85	2.24	0.95	-0.49	-0.89	3.76	0.57	-0.30	-0.83	0.99	-0.38	-0.76	-0.77	0.96	0.83	0.02	-0.74	0.26	-0.24	1.26	1.03
NCIH2172_LUNG	-1.58	-0.99	-1.04	-0.84	-0.67	-0.58	-0.74	-0.28	-0.99	-0.59	-1.02	-1.11	-0.79	-0.54	-0.58	0.39	-2.35	-4.84	-1.50	-0.44	-1.10	-1.20	-2.30	-1.02
NCIH2228_LUNG	-0.64	-0.39	-0.09	-0.75	0.38	0.66	-0.73	-0.60	-0.51	-0.36	-0.07	-0.20	-0.40	1.94	-0.94	-0.62	-0.01	-0.11	0.32	-0.00	3.25	0.21	-0.04	-0.57
NCIH226_LUNG	-1.32	-0.66	-1.01	-0.88	-0.98	-1.11	-0.74	-0.98	-1.05	-0.69	-0.85	-0.20	-0.44	-0.92	-0.98	-0.80	-1.52	-1.65	-0.10	0.07	-0.68	-0.20	-0.55	-1.23
